Title,Salary,Location,Employment_Type,Working_hours,Suitable_candidates,Payment_type,Experience,With_accommodation,Is_executive,Link
"Шукаємо на посаду Програміст, web-дизайнер (PR, SEO, SM)",15 000 - 30 000 грн. / за місяць,"Київ, Дарницький",Часткова зайнятість,Неповний робочий день,"Підходить кандидатам: Старше 45 років, Студентам, З інвалідністю, В декреті",,"Досвід роботи: Без досвіду роботи, Від 1 до 3 років",False,False,https://www.olx.ua/uk/obyavlenie/rabota/shukamo-na-posadu-programst-web-dizayner-pr-seo-sm-IDNusow.html
Вакансія рекрутера — потрібні відповідальні люди,20 000 - 30 000 грн. / за місяць,Чернігів,Повна зайнятість,Гнучкий графік,"Підходить кандидатам: Студентам, Молодше 18 років, Зі статусом УБД",,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/vakansya-rekrutera-potrbn-vdpovdaln-lyudi-IDVKYjH.html
Профессиональная команда в поиске специалиста в IT сфере,2 000 - 3 000 $ / за місяць,"Київ, Шевченківський",Часткова зайнятість,Повний робочий день,,,,False,False,https://www.olx.ua/uk/obyavlenie/rabota/professionalnaya-komanda-v-poiske-spetsialista-v-it-sfere-IDVRBUm.html
Junior Front-End Developer,29 000 - 35 000 грн. / за місяць,"Київ, Печерський",Повна зайнятість,Повний робочий день,,,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/junior-front-end-developer-IDWetKE.html
Адміністратор кіберспортивного клубу,12 000 - 22 000 грн. / за місяць,"Одеса, Приморський",Повна зайнятість,Позмінний графік,Підходить кандидатам: Студентам,,"Досвід роботи: Без досвіду роботи, Від 1 до 3 років",False,False,https://www.olx.ua/uk/obyavlenie/rabota/admnstrator-kbersportivnogo-klubu-IDVosFp.html
Trainee java developer,30 000 - 40 000 грн. / за місяць,"Київ, Печерський",Повна зайнятість,Повний робочий день,Підходить кандидатам: Студентам,,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/trainee-java-developer-IDVtSDl.html
Java розробник (junior),20 000 - 24 000 грн. / за місяць,"Київ, Солом'янський",Повна зайнятість,Повний робочий день,Підходить кандидатам: Молодше 18 років,,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/java-rozrobnik-junior-IDVOlKl.html
Помічник ASO-спеціаліста(без досвіду),500 - 501 $ / за місяць,Сміла,Повна зайнятість,Повний робочий день,"Підходить кандидатам: Студентам, Молодше 18 років",,"Досвід роботи: Без досвіду роботи, Від 1 до 3 років, Від 3 до 6 років",False,False,https://www.olx.ua/uk/obyavlenie/rabota/pomchnik-aso-spetsalstabez-dosvdu-IDVOTUA.html
Junior Web-дизайнера,25 000 грн. / за місяць,"Київ, Печерський",Повна зайнятість,Повний робочий день,Підходить кандидатам: Студентам,,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/junior-web-dizaynera-IDVEGrW.html
Сервісний центр ServiceHub,6 000 - 10 000 грн. / за місяць,"Кривий Ріг, Покровський",Повна зайнятість,Гнучкий графік,Підходить кандидатам: Студентам,,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/servsniy-tsentr-servicehub-IDVP0Gb.html
Trainee python developer,28 000 грн. / за місяць,"Київ, Печерський",Повна зайнятість,Повний робочий день,Підходить кандидатам: Студентам,,"Досвід роботи: Від 1 до 3 років, Без досвіду роботи",False,False,https://www.olx.ua/uk/obyavlenie/rabota/trainee-python-developer-IDVPGop.html
"Викладач програмування, Roblox, Minecraft",15 000 - 25 000 грн. / за місяць,"Київ, Шевченківський",Віддалена робота,Гнучкий графік,"Підходить кандидатам: З інвалідністю, Студентам, В декреті, Молодше 18 років",,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/vikladach-programuvannya-roblox-minecraft-IDVHL9w.html
Системний адміністратор у ПК клуб,17 000 - 24 000 грн. / за місяць,Біла Церква,Повна зайнятість,Повний робочий день,"Підходить кандидатам: Студентам, Зі статусом УБД, Молодше 18 років",,"Досвід роботи: Без досвіду роботи, Від 1 до 3 років, Від 3 до 6 років",False,False,https://www.olx.ua/uk/obyavlenie/rabota/sistemniy-admnstrator-u-pk-klub-IDVDx23.html
Майстер по ремонту комп'ютерної техніки,22 000 - 50 000 грн. / за місяць,"Київ, Солом'янський",Повна зайнятість,Гнучкий графік,,,"Досвід роботи: Від 1 до 3 років, Від 3 до 6 років, Більше 6 років",False,False,https://www.olx.ua/uk/obyavlenie/rabota/mayster-po-remontu-kompyuterno-tehnki-IDTwi7S.html
Майстер з ремонту кондиціонерів (кондиціонерщик),50 000 - 100 000 грн. / за місяць,"Київ, Шевченківський",Повна зайнятість,Повний робочий день,,,Досвід роботи: Від 3 до 6 років,False,False,https://www.olx.ua/uk/obyavlenie/rabota/mayster-z-remontu-konditsonerv-konditsonerschik-IDUUKxV.html
Trainee python developer,28 000 грн. / за місяць,"Київ, Печерський",Повна зайнятість,Повний робочий день,Підходить кандидатам: Студентам,,"Досвід роботи: Від 1 до 3 років, Без досвіду роботи",False,False,https://www.olx.ua/uk/obyavlenie/rabota/trainee-python-developer-IDVPGop.html
Системний адміністратор ІТ (без досвіду),30 000 - 40 000 грн. / за місяць,Хмельницький,Повна зайнятість,Повний робочий день,Підходить кандидатам: Студентам,,"Досвід роботи: Без досвіду роботи, Від 1 до 3 років",False,False,https://www.olx.ua/uk/obyavlenie/rabota/sistemniy-admnstrator-t-bez-dosvdu-IDVnMQ8.html
Майстер з ремонту комп'ютерів. Майстер з ремонту електроніки,35 000 - 40 000 грн. / за місяць,Кременчук,Повна зайнятість,Гнучкий графік,"Підходить кандидатам: Студентам, З інвалідністю, В декреті, Пенсійного віку, Старше 45 років, Зі статусом УБД",,Досвід роботи: Від 1 до 3 років,False,False,https://www.olx.ua/uk/obyavlenie/rabota/mayster-z-remontu-kompyuterv-mayster-z-remontu-elektronki-IDWLXIM.html
Trainee Java Developer,26 000 - 31 000 грн. / за місяць,"Київ, Подільський",Повна зайнятість,Повний робочий день,"Підходить кандидатам: Студентам, Молодше 18 років",,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/trainee-java-developer-IDVhZqY.html
Офісна робота з компʼютером,,Івано-Франківськ,Повна зайнятість,Повний робочий день,,,,False,False,https://www.olx.ua/uk/obyavlenie/rabota/ofsna-robota-z-kompyuterom-IDVJ6L2.html
Помічник системного адміністратора,19 000 - 20 000 грн. / за місяць,"Кривий Ріг, Металургійний",Повна зайнятість,Повний робочий день,"Підходить кандидатам: Студентам, Молодше 18 років",,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/pomchnik-sistemnogo-admnstratora-IDWEh50.html
Художник комп'ютерної графіки віддалено,550 - 551 $ / за місяць,"Київ, Печерський",Віддалена робота,Повний робочий день,"Підходить кандидатам: Старше 45 років, З інвалідністю, Студентам, В декреті, Молодше 18 років",,"Досвід роботи: Від 1 до 3 років, Від 3 до 6 років",False,False,https://www.olx.ua/uk/obyavlenie/rabota/hudozhnik-kompyuterno-grafki-vddaleno-IDVKLDH.html
Системний Адміністратор (IT),25 000 - 35 000 грн. / за місяць,Хмельницький,Повна зайнятість,Повний робочий день,,,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/sistemniy-admnstrator-it-IDVJCzj.html
Front-end developer,26 000 - 30 000 грн. / за місяць,"Київ, Шевченківський",Повна зайнятість,Повний робочий день,Підходить кандидатам: Студентам,,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/front-end-developer-IDVShgW.html
Junior Python Developer,27 000 - 30 000 грн. / за місяць,"Київ, Печерський",Повна зайнятість,Повний робочий день,Підходить кандидатам: Студентам,,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/junior-python-developer-IDVSghz.html
Програміст для виконання робіт в інтернет-магазині,10 - 15 $ / за годину,"Дніпро, Амур-Нижньодніпровський",Сезонна / тимчасова робота,Неповний робочий день,,,Досвід роботи: Від 1 до 3 років,False,False,https://www.olx.ua/uk/obyavlenie/rabota/programst-dlya-vikonannya-robt-v-nternet-magazin-IDVOXz3.html
Онлайн робота. Редагування тексту. Без досвіду. Щоденна оплата,20 000 - 26 000 грн. / за місяць,"Київ, Подільський",Віддалена робота,Гнучкий графік,"Підходить кандидатам: Старше 45 років, З інвалідністю, Студентам, В декреті, Зі статусом УБД, Молодше 18 років",,"Досвід роботи: Без досвіду роботи, Від 1 до 3 років, Від 3 до 6 років",False,False,https://www.olx.ua/uk/obyavlenie/rabota/onlayn-robota-redaguvannya-tekstu-bez-dosvdu-schodenna-oplata-IDVSccw.html
Терміново потрібен ІТ спеціаліст,80 000 - 100 000 грн. / за місяць,"Дніпро, Центральний",Повна зайнятість,Повний робочий день,,,Досвід роботи: Від 1 до 3 років,False,False,https://www.olx.ua/uk/obyavlenie/rabota/termnovo-potrben-t-spetsalst-IDVHL4H.html
Провідний майстер з ремонту техніки (мультибренд),40 000 - 60 000 грн. / за місяць,"Львів, Шевченківський",Повна зайнятість,Повний робочий день,,,Досвід роботи: Від 1 до 3 років,False,False,https://www.olx.ua/uk/obyavlenie/rabota/provdniy-mayster-z-remontu-tehnki-multibrend-IDVHdZ4.html
Монтажник з підключення до мережі інтернет /Будівельник мережі,35 000 - 55 000 грн. / за місяць,"Київ, Оболонський",Повна зайнятість,Повний робочий день,"Підходить кандидатам: Старше 45 років, Студентам, З інвалідністю",,Досвід роботи: Без досвіду роботи,False,True,https://www.olx.ua/uk/obyavlenie/rabota/montazhnik-z-pdklyuchennya-do-merezh-nternet-budvelnik-merezh-IDUFZ6h.html
junior Web-designer,25 000 грн. / за місяць,"Київ, Подільський",Повна зайнятість,Повний робочий день,Підходить кандидатам: Студентам,,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/junior-web-designer-IDVHLRK.html
Робота в майстерні по ремонту побутової техніки.Навчання.,15 000 - 25 000 грн. / за місяць,Рівне,Повна зайнятість,Гнучкий графік,"Підходить кандидатам: Студентам, З інвалідністю, Пенсійного віку, Старше 45 років",,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/robota-v-maystern-po-remontu-pobutovo-tehnki-navchannya-IDLQCsp.html
Стажер дизайнер креативів,21 500 - 22 500 грн. / за місяць,"Київ, Голосіївський",Повна зайнятість,Повний робочий день,Підходить кандидатам: Студентам,,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/stazher-dizayner-kreativv-IDVtWbY.html
Потрібен працівник в команду фото-копі-центр,16 000 - 30 000 грн. / за місяць,"Київ, Оболонський",Повна зайнятість,Повний робочий день,,,"Досвід роботи: Від 3 до 6 років, Без досвіду роботи, Від 1 до 3 років, Більше 6 років",False,False,https://www.olx.ua/uk/obyavlenie/rabota/potrben-pratsvnik-v-komandu-foto-kop-tsentr-IDUGnay.html
UI/UX Designer (Стажер),28 000 - 30 000 грн. / за місяць,"Київ, Печерський",Повна зайнятість,Повний робочий день,,,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/ui-ux-designer-stazher-IDWdcrV.html
Системний Адміністратор,25 000 - 40 000 грн. / за місяць,"Кропивницький, Подільський",Повна зайнятість,Повний робочий день,,,Досвід роботи: Від 1 до 3 років,False,False,https://www.olx.ua/uk/obyavlenie/rabota/sistemniy-admnstrator-IDVLQDX.html
Всі свої (український бренд) в пошуку співробітників,20 000 - 25 000 грн. / за місяць,"Дніпро, Центральний",Повна зайнятість,Повний робочий день,"Підходить кандидатам: Студентам, Молодше 18 років",,"Досвід роботи: Без досвіду роботи, Від 1 до 3 років",False,False,https://www.olx.ua/uk/obyavlenie/rabota/vs-svo-ukranskiy-brend-v-poshuku-spvrobtnikv-IDVMlfj.html
Помічник системного адміністратора,30 000 - 33 000 грн. / за місяць,"Київ, Печерський",Повна зайнятість,Повний робочий день,"Підходить кандидатам: Молодше 18 років, Студентам",,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/pomchnik-sistemnogo-admnstratora-IDV78c5.html
Junior Java Developer,30 000 - 35 000 грн. / за місяць,"Київ, Печерський",Повна зайнятість,Повний робочий день,,,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/junior-java-developer-IDVdUyB.html
Майстер з ремонту комп'ютерної техніки,22 000 - 50 000 грн. / за місяць,"Харків, Шевченківський",Повна зайнятість,Гнучкий графік,,,"Досвід роботи: Без досвіду роботи, Від 1 до 3 років",False,False,https://www.olx.ua/uk/obyavlenie/rabota/mayster-z-remontu-kompyuterno-tehnki-IDUh0bQ.html
"Шукаємо на посаду Програміст, web-дизайнер (PR, SEO, SM)",15 000 - 30 000 грн. / за місяць,"Київ, Дарницький",Часткова зайнятість,Неповний робочий день,"Підходить кандидатам: Старше 45 років, Студентам, З інвалідністю, В декреті",,"Досвід роботи: Без досвіду роботи, Від 1 до 3 років",False,False,https://www.olx.ua/uk/obyavlenie/rabota/shukamo-na-posadu-programst-web-dizayner-pr-seo-sm-IDNusow.html
Профессиональная команда в поиске специалиста в IT сфере,2 000 - 3 000 $ / за місяць,"Київ, Шевченківський",Часткова зайнятість,Повний робочий день,,,,False,False,https://www.olx.ua/uk/obyavlenie/rabota/professionalnaya-komanda-v-poiske-spetsialista-v-it-sfere-IDVRBUm.html
Заправщик картриджей в сервисный центр или ученик,12 000 - 15 000 грн. / за місяць,"Харків, Немишлянський",Повна зайнятість,Повний робочий день,,,Досвід роботи: Більше 6 років,False,False,https://www.olx.ua/uk/obyavlenie/rabota/zapravschik-kartridzhey-v-servisnyy-tsentr-ili-uchenik-IDT0hXQ.html
Комп`ютерний майстер для передпродажної підготовки ноутбуків,10 000 - 30 000 грн. / за місяць,Кам'янець-Подільський,Повна зайнятість,Гнучкий графік,"Підходить кандидатам: Старше 45 років, Студентам, З інвалідністю, Пенсійного віку, Зі статусом УБД",,Досвід роботи: Від 1 до 3 років,False,False,https://www.olx.ua/uk/obyavlenie/rabota/kompyuterniy-mayster-dlya-peredprodazhno-pdgotovki-noutbukv-IDQQxu8.html
Web-дизайнер (Trainee / Junior),23 000 - 33 000 грн. / за місяць,"Київ, Печерський",Повна зайнятість,Повний робочий день,Підходить кандидатам: Студентам,,"Досвід роботи: Без досвіду роботи, Від 1 до 3 років",False,False,https://www.olx.ua/uk/obyavlenie/rabota/web-dizayner-trainee-junior-IDWTLrB.html
"майстер по ремонту телефонів, планшетів, ноутбуків.",30 000 - 45 000 грн. / за місяць,"Львів, Шевченківський",Повна зайнятість,Гнучкий графік,"Підходить кандидатам: Студентам, З інвалідністю, Зі статусом УБД, Пенсійного віку, Старше 45 років",,"Досвід роботи: Від 3 до 6 років, Більше 6 років, Від 1 до 3 років",False,False,https://www.olx.ua/uk/obyavlenie/rabota/mayster-po-remontu-telefonv-planshetv-noutbukv-IDUxHhw.html
Шукаємо майстра з ремонту електронної техніки,50 000 - 120 000 грн. / за місяць,Дзюби,Повна зайнятість,Повний робочий день,,,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/shukamo-maystra-z-remontu-elektronno-tehnki-IDVNxyD.html
ТЕРМІНОВО шукаємо системного адміністратора,20 000 - 35 000 грн. / за місяць,"Вінниця, Замостянський",Повна зайнятість,Повний робочий день,,,,False,False,https://www.olx.ua/uk/obyavlenie/rabota/termnovo-shukamo-sistemnogo-admnstratora-IDVKItB.html
Trainee Java-developer,25 000 - 28 000 грн. / за місяць,"Київ, Оболонський",Повна зайнятість,Повний робочий день,Підходить кандидатам: Студентам,,,False,False,https://www.olx.ua/uk/obyavlenie/rabota/trainee-java-developer-IDVdjK8.html
Технік-монтажник із підключення інтернету,18 000 - 24 000 грн. / за місяць,Чернігів,Повна зайнятість,Повний робочий день,,,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/tehnk-montazhnik-z-pdklyuchennya-nternetu-IDVEVWD.html
"Програміст на C++ (Arduino IDE), ESP32, IoT.",400 - 800 грн. / за годину,"Київ, Голосіївський",Підробіток,Гнучкий графік,Підходить кандидатам: Студентам,,Досвід роботи: Від 1 до 3 років,False,False,https://www.olx.ua/uk/obyavlenie/rabota/programst-na-c-arduino-ide-esp32-iot-IDVHW23.html
"Trainee project-менеджер (не віддалено, Київ)",23 000 - 27 000 грн. / за місяць,"Київ, Печерський",Повна зайнятість,Повний робочий день,Підходить кандидатам: Студентам,,"Досвід роботи: Без досвіду роботи, Від 1 до 3 років",False,False,https://www.olx.ua/uk/obyavlenie/rabota/trainee-project-menedzher-ne-vddaleno-kiv-IDVx9Qc.html
Майстр по ремонту принтерів та ПК,20 000 - 25 000 грн. / за місяць,"Кривий Ріг, Центрально-Міський",Повна зайнятість,Повний робочий день,,,Досвід роботи: Від 1 до 3 років,False,False,https://www.olx.ua/uk/obyavlenie/rabota/maystr-po-remontu-printerv-ta-pk-IDVdl5O.html
Работа в популярных компьютерных играх.,10 000 - 25 000 грн. / за місяць,"Львів, Галицький",Віддалена робота,Гнучкий графік,"Підходить кандидатам: Старше 45 років, Молодше 18 років, Студентам, З інвалідністю, В декреті",,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/rabota-v-populyarnyh-kompyuternyh-igrah-IDTEEqT.html
Терміново Системний адміністратор,30 000 - 40 000 грн. / за місяць,"Кропивницький, Фортечний",Повна зайнятість,Повний робочий день,,,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/termnovo-sistemniy-admnstrator-IDVPNyT.html
"Junior Front-end developer (не дистанційно, Київ)",21 000 - 28 000 грн. / за місяць,"Київ, Шевченківський",Повна зайнятість,Повний робочий день,Підходить кандидатам: Студентам,,"Досвід роботи: Без досвіду роботи, Від 1 до 3 років",False,False,https://www.olx.ua/uk/obyavlenie/rabota/junior-front-end-developer-ne-distantsyno-kiv-IDVbW5L.html
Project Manager (trainee),23 000 - 30 000 грн. / за місяць,"Київ, Солом'янський",Повна зайнятість,Повний робочий день,Підходить кандидатам: Молодше 18 років,,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/project-manager-trainee-IDVIcZG.html
Системний адміністратор,32 000 - 33 000 грн. / за місяць,"Київ, Печерський",Повна зайнятість,Позмінний графік,,,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/sistemniy-admnstrator-IDVNjXr.html
Trainee Wordpress Developer,29 000 - 37 000 грн. / за місяць,"Київ, Печерський",Повна зайнятість,Повний робочий день,Підходить кандидатам: Студентам,,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/trainee-wordpress-developer-IDWuKKm.html
Майстер по ремонту комп'ютерної техніки,22 000 - 50 000 грн. / за місяць,"Київ, Солом'янський",Повна зайнятість,Гнучкий графік,,,"Досвід роботи: Від 1 до 3 років, Від 3 до 6 років, Більше 6 років",False,False,https://www.olx.ua/uk/obyavlenie/rabota/mayster-po-remontu-kompyuterno-tehnki-IDTwi7S.html
Выездной Компьютерный Мастер,35 000 - 38 000 грн. / за місяць,"Кривий Ріг, Центрально-Міський",Повна зайнятість,Гнучкий графік,"Підходить кандидатам: Старше 45 років, Студентам, З інвалідністю, Зі статусом УБД",,Досвід роботи: Від 1 до 3 років,False,False,https://www.olx.ua/uk/obyavlenie/rabota/vyezdnoy-kompyuternyy-master-IDUJk7T.html
Junior Web-дизайнера,22 000 грн. / за місяць,"Київ, Дніпровський",Повна зайнятість,Повний робочий день,Підходить кандидатам: Студентам,,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/junior-web-dizaynera-IDVGwYp.html
В поиске модератора чата,20 000 - 42 000 грн. / за місяць,"Київ, Святошинський",Повна зайнятість,Повний робочий день,,,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/v-poiske-moderatora-chata-IDVAtzV.html
"Молодший дата-аналітик, Київ (не віддалено)",21 000 - 25 000 грн. / за місяць,"Київ, Печерський",Повна зайнятість,Повний робочий день,Підходить кандидатам: Студентам,,"Досвід роботи: Без досвіду роботи, Від 1 до 3 років",False,False,https://www.olx.ua/uk/obyavlenie/rabota/molodshiy-data-analtik-kiv-ne-vddaleno-IDVbhPh.html
Мастер по ремонту бытовой техники.,15 000 - 40 000 грн. / за місяць,"Одеса, Приморський",Повна зайнятість,Повний робочий день,,,Досвід роботи: Від 3 до 6 років,False,False,https://www.olx.ua/uk/obyavlenie/rabota/master-po-remontu-bytovoy-tehniki-IDQivJF.html
Майстер з ремонту комп'ютерної техніки,22 000 - 50 000 грн. / за місяць,"Дніпро, Центральний",Повна зайнятість,Повний робочий день,,,Досвід роботи: Від 1 до 3 років,False,False,https://www.olx.ua/uk/obyavlenie/rabota/mayster-z-remontu-kompyuterno-tehnki-IDTna38.html
"Робота! БЕЗ ДОСВІДУ! Оператор 1 С, комп""ютерного набору, Чернівці",13 000 - 13 500 грн. / за місяць,Чернівці,Повна зайнятість,Повний робочий день,"Підходить кандидатам: Студентам, В декреті",,"Досвід роботи: Без досвіду роботи, Від 1 до 3 років",False,False,https://www.olx.ua/uk/obyavlenie/rabota/robota-bez-dosvdu-operator-1-s-komp-yuternogo-naboru-chernvts-IDNDn4X.html
Ремонт зарядных станций и компьютеров,50 000 - 80 000 грн. / за місяць,"Київ, Печерський",Повна зайнятість,Гнучкий графік,,,,False,False,https://www.olx.ua/uk/obyavlenie/rabota/remont-zaryadnyh-stantsiy-i-kompyuterov-IDVmIOL.html
Монтажник кабельних мереж,10 000 - 14 000 грн. / за місяць,Золотоноша,Часткова зайнятість,Гнучкий графік,Підходить кандидатам: Студентам,,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/montazhnik-kabelnih-merezh-IDVPcFA.html
Майстер по ремонту телевізорів або компьютерів,45 000 - 115 000 грн. / за місяць,"Київ, Печерський",Повна зайнятість,Повний робочий день,"Підходить кандидатам: Старше 45 років, З інвалідністю, Пенсійного віку, Студентам",,"Досвід роботи: Більше 6 років, Від 1 до 3 років, Від 3 до 6 років, Без досвіду роботи",False,False,https://www.olx.ua/uk/obyavlenie/rabota/mayster-po-remontu-televzorv-abo-kompyuterv-IDVNLK9.html
"SEO - спеціаліст, віддалено, дистанційна робота",40 000 - 45 000 грн. / за місяць,Хмельницький,Віддалена робота,Гнучкий графік,,,"Досвід роботи: Від 1 до 3 років, Від 3 до 6 років, Більше 6 років",False,False,https://www.olx.ua/uk/obyavlenie/rabota/seo-spetsalst-vddaleno-distantsyna-robota-IDWQMuV.html
Системний Адміністратор,30 000 - 40 000 грн. / за місяць,Хмельницький,Повна зайнятість,Повний робочий день,Підходить кандидатам: Студентам,,"Досвід роботи: Без досвіду роботи, Від 1 до 3 років",False,False,https://www.olx.ua/uk/obyavlenie/rabota/sistemniy-admnstrator-IDVGXWR.html
Junior Java Developer,20 000 - 23 000 грн. / за місяць,"Київ, Шевченківський",Повна зайнятість,Повний робочий день,Підходить кандидатам: Молодше 18 років,,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/junior-java-developer-IDVPqsw.html
Нужен сис админ зп от 17 000 грн,15 000 - 30 000 грн. / за місяць,"Дніпро, Соборний",Повна зайнятість,Повний робочий день,"Підходить кандидатам: Студентам, Зі статусом УБД",,"Досвід роботи: Більше 6 років, Від 1 до 3 років, Від 3 до 6 років, Без досвіду роботи",False,False,https://www.olx.ua/uk/obyavlenie/rabota/nuzhen-sis-admin-zp-ot-17-000-grn-IDWGVlI.html
Робота СРОЧНО Оператор ПК 1-й Заводской проулок 2,10 000 - 11 000 грн. / за місяць,Суми,Повна зайнятість,Повний робочий день,,,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/robota-srochno-operator-pk-1-y-zavodskoy-proulok-2-IDN5XsC.html
провідний спеціаліст відділу інформатизації виконком районної ради,14 000 - 16 000 грн. / за місяць,"Кривий Ріг, Саксаганський",Повна зайнятість,Повний робочий день,Підходить кандидатам: Студентам,,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/provdniy-spetsalst-vddlu-nformatizats-vikonkom-rayonno-radi-IDVRpQM.html
"Шукаємо на посаду Програміст, web-дизайнер (PR, SEO, SM)",15 000 - 30 000 грн. / за місяць,"Київ, Дарницький",Часткова зайнятість,Неповний робочий день,"Підходить кандидатам: Старше 45 років, Студентам, З інвалідністю, В декреті",,"Досвід роботи: Без досвіду роботи, Від 1 до 3 років",False,False,https://www.olx.ua/uk/obyavlenie/rabota/shukamo-na-posadu-programst-web-dizayner-pr-seo-sm-IDNusow.html
Відкрита вакансія IT спеціаліст,17 000 - 23 000 грн. / за місяць,Умань,Повна зайнятість,Повний робочий день,"Підходить кандидатам: Студентам, Зі статусом УБД, Молодше 18 років",,Досвід роботи: Від 1 до 3 років,False,False,https://www.olx.ua/uk/obyavlenie/rabota/vdkrita-vakansya-it-spetsalst-IDVOq7C.html
Майстер з ремонту комп'ютерної техніки,22 000 - 50 000 грн. / за місяць,"Одеса, Приморський",Повна зайнятість,Повний робочий день,,,"Досвід роботи: Без досвіду роботи, Від 1 до 3 років, Від 3 до 6 років, Більше 6 років",False,False,https://www.olx.ua/uk/obyavlenie/rabota/mayster-z-remontu-kompyuterno-tehnki-IDTmvjB.html
Оператори в комп'ютерний клуб(м.Запоріжжя),12 500 - 17 000 грн. / за місяць,"Запоріжжя, Вознесенівський",Повна зайнятість,Позмінний графік,"Підходить кандидатам: В декреті, Студентам",,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/operatori-v-kompyuterniy-klubm-zaporzhzhya-IDWjgDh.html
Майстер з ремонту комп'ютерної техніки,22 000 - 50 000 грн. / за місяць,"Дніпро, Центральний",Повна зайнятість,Повний робочий день,,,Досвід роботи: Від 1 до 3 років,False,False,https://www.olx.ua/uk/obyavlenie/rabota/mayster-z-remontu-kompyuterno-tehnki-IDTna38.html
Trainee/Junior Java Програміст,23 000 - 25 000 грн. / за місяць,"Київ, Шевченківський",Повна зайнятість,Повний робочий день,Підходить кандидатам: Молодше 18 років,,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/trainee-junior-java-programst-IDVHMMJ.html
Майстер з ремонту комп'ютерної техніки,20 000 - 40 000 грн. / за місяць,"Вінниця, Замостянський",Повна зайнятість,Повний робочий день,,,Досвід роботи: Від 1 до 3 років,False,False,https://www.olx.ua/uk/obyavlenie/rabota/mayster-z-remontu-kompyuterno-tehnki-IDTQqlE.html
Компьютерный мастер. Сервис инженер. Мастер по Ремонту,34 000 - 37 000 грн. / за місяць,"Харків, Шевченківський",Повна зайнятість,Повний робочий день,,,,False,False,https://www.olx.ua/uk/obyavlenie/rabota/kompyuternyy-master-servis-inzhener-master-po-remontu-IDVvLkj.html
Дата-аналітик (Стажер),25 000 грн. / за місяць,"Київ, Солом'янський",Повна зайнятість,Повний робочий день,Підходить кандидатам: Студентам,,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/data-analtik-stazher-IDVEqFd.html
